,property_type,price_2,area_num,n_bedrooms_2,n_bathrooms_2,legal_docs,city/district,facing_direction,dimension_1,n_floors_2
987,Nhà hẻm ngõ,29900.0,85.0,10.0,11.0,Sổ hồng,ho-chi-minh,,7.5,6.0
988,Nhà mặt tiền,6990.0,25.4,2.0,3.0,Sổ hồng,ho-chi-minh,,3.9,
989,Nhà hẻm ngõ,2750.0,60.0,4.0,5.0,Sổ hồng,ho-chi-minh,,4.0,2.0
990,Nhà hẻm ngõ,9000.0,40.0,6.0,6.0,Giấy tờ hợp lệ,ho-chi-minh,,,5.0
991,Nhà hẻm ngõ,12500.0,82.0,,,Sổ hồng,ho-chi-minh,,7.0,4.0
992,Nhà hẻm ngõ,8700.0,88.0,5.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,4.0
993,Nhà hẻm ngõ,9000.0,75.0,,,Sổ hồng,ho-chi-minh,,4.1,
994,Nhà hẻm ngõ,4840.0,64.1,3.0,2.0,Sổ hồng,ho-chi-minh,,4.0,2.0
995,Nhà hẻm ngõ,2650.0,31.0,3.0,3.0,Sổ hồng,ho-chi-minh,,3.1,3.0
996,Nhà hẻm ngõ,5000.0,60.0,5.0,5.0,Sổ hồng,ho-chi-minh,,5.0,
997,Nhà hẻm ngõ,12500.0,100.0,5.0,3.0,Sổ hồng,ho-chi-minh,,5.0,3.0
998,Nhà mặt tiền,7800.0,99.0,3.0,4.0,Sổ hồng,ho-chi-minh,,5.5,3.0
999,Nhà mặt tiền,5200.0,56.0,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Đông,4.0,3.0
1000,Nhà hẻm ngõ,32000.0,110.0,,,Sổ hồng,ha-noi,,,
1001,Nhà mặt tiền,50000.0,48.0,3.0,2.0,Sổ đỏ,ha-noi,,,4.0
1002,Nhà hẻm ngõ,7500.0,27.0,3.0,3.0,Sổ đỏ,ha-noi,,,5.0
1003,Nhà hẻm ngõ,15000.0,57.0,,,Sổ đỏ,ha-noi,,,2.0
1004,Nhà hẻm ngõ,140.0,72.0,,,Sổ đỏ,ha-noi,,4.0,1.0
1005,Nhà mặt tiền,29600.0,80.0,,,Sổ đỏ,ha-noi,,5.4,6.0
1006,Nhà hẻm ngõ,123.450005,30.0,,,Sổ đỏ,ha-noi,,,
1007,Nhà hẻm ngõ,6950.0,57.0,,,Sổ đỏ,ha-noi,,,
1008,Nhà hẻm ngõ,16000.0,101.0,,,Sổ đỏ,ha-noi,,,2.0
1009,Nhà hẻm ngõ,12500.0,52.5,6.0,5.0,Sổ đỏ,ha-noi,Tây Nam,,6.0
1010,Nhà mặt tiền,32000.0,66.0,,,Sổ đỏ,ha-noi,,,6.0
1011,Nhà hẻm ngõ,3200.0,63.0,,,Giấy tờ hợp lệ,ha-noi,,,
1012,Nhà hẻm ngõ,21000.0,58.9,,,Sổ đỏ,ha-noi,,,
1013,Nhà hẻm ngõ,17200.0,436.0,3.0,3.0,Sổ đỏ,ha-noi,,,3.0
1014,Nhà hẻm ngõ,14650.0,46.0,4.0,5.0,Sổ đỏ,ha-noi,,,6.0
1015,Nhà hẻm ngõ,19800.0,51.2,,,Sổ đỏ,ha-noi,Tây,,
1016,Nhà hẻm ngõ,11000.0,35.0,4.0,4.0,Sổ đỏ,ha-noi,,,
1017,Nhà mặt tiền,36500.0,35.0,3.0,3.0,Sổ hồng,ha-noi,Đông Bắc,,5.0
1018,Nhà hẻm ngõ,8750.0,45.0,,,Sổ đỏ,ha-noi,,,
1019,Biệt thự,52000.0,148.0,4.0,5.0,Sổ hồng,ha-noi,,,
1020,Nhà hẻm ngõ,7200.0,35.0,3.0,4.0,Sổ đỏ,ha-noi,,4.0,
1021,Nhà hẻm ngõ,12000.0,65.0,4.0,5.0,Sổ đỏ,ha-noi,,,6.0
1022,Nhà hẻm ngõ,2960.0,20.0,,,Sổ đỏ,ha-noi,,,
1023,Nhà mặt tiền,,80.0,,,Sổ đỏ,ha-noi,,,
1024,Nhà hẻm ngõ,8750.0,41.0,,,Sổ đỏ,ha-noi,,,
1025,Nhà mặt tiền,63500.0,90.0,,,Sổ đỏ,ha-noi,,,
1026,Nhà mặt tiền,15900.0,70.0,,,Sổ đỏ,ha-noi,,,
1027,Nhà mặt tiền,45000.0,50.0,,,Sổ đỏ,ha-noi,,,
1028,Nhà mặt tiền,22000.0,80.0,,,Sổ đỏ,ha-noi,,,
1029,Nhà mặt tiền,378000.0,132.0,,,Sổ đỏ,ha-noi,,,
1030,Nhà hẻm ngõ,7100.0,35.0,,,Sổ đỏ,ha-noi,,,3.0
1031,Nhà hẻm ngõ,6500.0,30.0,,,Sổ đỏ,ha-noi,,,
1032,Nhà hẻm ngõ,13900.0,40.0,,,Sổ đỏ,ha-noi,,,6.0
1033,Nhà mặt tiền,28000.0,57.0,,,Sổ đỏ,ha-noi,,,5.0
1034,Nhà hẻm ngõ,10800.0,35.0,,,Sổ đỏ,ha-noi,,,5.0
1035,Nhà mặt tiền,23800.0,122.0,4.0,4.0,Sổ đỏ,ha-noi,,,3.0
1036,Nhà mặt tiền,38700.0,86.0,,,Sổ đỏ,ha-noi,,,
1037,Nhà mặt tiền,23220.0,54.0,,,Sổ hồng,ha-noi,,,5.0
1038,Nhà hẻm ngõ,5800.0,90.0,3.0,2.0,Sổ đỏ,ha-noi,,,3.0
1039,Nhà mặt tiền,273000.0,420.0,,,Sổ đỏ,ha-noi,,,
1040,Nhà mặt tiền,193600.0,176.0,,,Sổ đỏ,ha-noi,,,8.0
1041,Nhà mặt tiền,29800.0,745.0,,,Sổ đỏ,ha-noi,,,6.0
1042,Nhà mặt tiền,1690.0,776.0,188.0,200.0,Sổ đỏ,ha-noi,Đông Bắc,15.0,14.0
1043,Nhà mặt tiền,305000.0,227.0,28.0,28.0,Sổ đỏ,ha-noi,Tây Nam,7.0,8.0
1044,Nhà mặt tiền,57000.0,101.0,4.0,4.0,Sổ đỏ,ha-noi,Tây Nam,6.7,5.0
1045,Nhà hẻm ngõ,13300.0,47.0,7.0,8.0,Sổ đỏ,ha-noi,Tây Nam,4.5,8.0
1046,Nhà mặt tiền,199000.0,267.0,18.0,18.0,Sổ đỏ,ha-noi,Đông Bắc,104.0,7.0
1047,Nhà hẻm ngõ,11800.0,55.0,7.0,5.0,Sổ đỏ,ha-noi,,,
1048,Nhà hẻm ngõ,19500.0,40.0,4.0,6.0,Sổ đỏ,ha-noi,Đông Bắc,,7.0
1049,Nhà mặt tiền,51500.0,80.0,,,Sổ đỏ,ha-noi,Đông Bắc,,9.0
1050,Nhà hẻm ngõ,2600.0,38.0,,,Sổ đỏ,ha-noi,,,
1051,Nhà hẻm ngõ,19500.0,63.0,12.0,,Sổ đỏ,ha-noi,,,7.0
1052,Nhà mặt tiền,20000.0,93.0,1.0,2.0,Sổ đỏ,ha-noi,,,
1053,Nhà hẻm ngõ,20000.0,60.0,4.0,4.0,Sổ hồng,ha-noi,Đông Nam,4.5,
1054,Biệt thự,45000.0,250.0,4.0,5.0,Sổ hồng,ha-noi,,,4.0
1055,Nhà hẻm ngõ,12500.0,73.0,8.0,,Sổ đỏ,ha-noi,,,5.0
1056,Nhà hẻm ngõ,12200.0,55.0,9.0,10.0,Sổ đỏ,ha-noi,,,6.0
1057,Nhà hẻm ngõ,8480.0,33.0,4.0,5.0,Sổ đỏ,ha-noi,,,
1058,Nhà mặt tiền,14800.0,52.0,5.0,5.0,Sổ đỏ,ha-noi,,5.0,
1059,Nhà hẻm ngõ,20500.0,68.0,4.0,,Sổ đỏ,ha-noi,,,4.0
1060,Nhà hẻm ngõ,5050.0,62.0,7.0,2.0,Sổ đỏ,ha-noi,Đông Nam,3.5,2.0
1061,Nhà hẻm ngõ,6000.0,32.0,3.0,3.0,Sổ đỏ,ha-noi,,,4.0
1062,Nhà hẻm ngõ,2500.0,12.0,1.0,1.0,Giấy tờ hợp lệ,ha-noi,Đông Nam,3.5,3.0
1063,Nhà hẻm ngõ,21600.0,54.0,4.0,,Sổ đỏ,ha-noi,Nam,,4.0
1064,Nhà hẻm ngõ,22200.0,72.0,4.0,,Sổ đỏ,ha-noi,,,4.0
1065,Nhà mặt tiền,100.0,50.0,,,Sổ đỏ,ha-noi,,,
1066,Nhà mặt tiền,3850.0,42.0,1.0,1.0,Sổ đỏ,ha-noi,,,1.0
1067,Nhà hẻm ngõ,18000.0,59.0,4.0,,Sổ đỏ,ha-noi,,,4.0
1068,Biệt thự,46800.0,103.0,5.0,,Sổ đỏ,ha-noi,,,5.0
1069,Nhà hẻm ngõ,29000.0,76.0,4.0,,Sổ đỏ,ha-noi,,,4.0
1070,Nhà mặt tiền,38000.0,52.0,,,Sổ đỏ,ha-noi,Đông Bắc,,5.0
1071,Nhà hẻm ngõ,27850.0,70.0,,,Sổ đỏ,ha-noi,,,5.0
1072,Nhà hẻm ngõ,43500.0,118.0,12.0,12.0,Sổ đỏ,ha-noi,Đông Nam,5.8,7.0
1073,Nhà mặt tiền,36500.0,150.0,,,Sổ đỏ,ha-noi,Đông,7.2,
1074,Nhà hẻm ngõ,29990.0,65.0,6.0,,Sổ đỏ,ha-noi,,,7.0
1075,Nhà mặt tiền,29890.0,60.0,,,Sổ đỏ,ha-noi,,,5.0
1076,Nhà hẻm ngõ,12300.0,65.0,4.0,4.0,Sổ đỏ,ha-noi,Đông Nam,4.5,5.0
1077,Nhà mặt tiền,290000.0,340.0,,,Sổ đỏ,ha-noi,,,
1078,Nhà hẻm ngõ,22400.0,74.0,6.0,6.0,Sổ đỏ,ha-noi,,,6.0
1079,Biệt thự,75000.0,270.0,,,Sổ đỏ,ha-noi,,,
1080,Nhà mặt tiền,62000.0,86.0,8.0,12.0,Sổ đỏ,ha-noi,,7.8,10.0
1081,Nhà mặt tiền,37000.0,95.0,,,Sổ đỏ,ha-noi,,,
1082,Nhà hẻm ngõ,2800.0,18.0,,,Sổ đỏ,ha-noi,,,3.0
1083,Nhà hẻm ngõ,31500.0,106.0,8.0,,Sổ đỏ,ha-noi,,,
1084,Nhà hẻm ngõ,9000.0,30.0,,,Sổ đỏ,ha-noi,,,
1085,Nhà mặt tiền,115000.0,115.0,,,Sổ đỏ,ha-noi,,,
1086,Nhà mặt tiền,33000.0,50.0,,,Sổ đỏ,ha-noi,,,
1087,Nhà hẻm ngõ,6800.0,37.0,,,Sổ đỏ,ha-noi,,,3.0
1088,Nhà mặt tiền,70000.0,150.0,,,Sổ đỏ,ha-noi,,,
1089,Nhà hẻm ngõ,6800.0,40.0,,,Sổ đỏ,ha-noi,,,3.0
1090,Nhà mặt tiền,43000.0,145.0,,,Sổ đỏ,ha-noi,,15.6,
1091,Nhà hẻm ngõ,15000.0,50.0,6.0,5.0,Sổ đỏ,ha-noi,,,5.0
1092,Nhà hẻm ngõ,11500.0,55.0,8.0,6.0,Sổ đỏ,ha-noi,Tây Nam,4.5,6.0
1093,Nhà mặt tiền,20900.0,50.0,4.0,5.0,Sổ đỏ,ha-noi,Tây,,7.0
1094,Nhà hẻm ngõ,7000.0,30.0,3.0,4.0,Sổ đỏ,ha-noi,,,5.0
1095,Nhà hẻm ngõ,17500.0,50.0,,,Sổ đỏ,ha-noi,,,5.0
1096,Nhà mặt tiền,69000.0,110.0,,,Sổ đỏ,ha-noi,,,7.0
1097,Nhà hẻm ngõ,5200.0,100.0,,,Sổ đỏ,ha-noi,,,
1098,Nhà hẻm ngõ,12500.0,47.8,,,Sổ đỏ,ha-noi,,,
1099,Nhà mặt tiền,34500.0,58.4,,,Sổ đỏ,ha-noi,,,
1100,Nhà hẻm ngõ,2100.0,80.0,,,Sổ đỏ,ha-noi,,,
1101,Nhà mặt tiền,34500.0,75.0,,,Sổ đỏ,ha-noi,,,5.0
1102,Nhà hẻm ngõ,,43.0,,,Sổ đỏ,ha-noi,,,
1103,Nhà hẻm ngõ,15200.0,48.0,,,Sổ đỏ,ha-noi,,,
1104,Nhà hẻm ngõ,6300.0,32.0,3.0,3.0,Sổ đỏ,ha-noi,,,4.0
1105,Nhà mặt tiền,36000.0,50.0,,,Sổ đỏ,ha-noi,,,5.0
1106,Nhà hẻm ngõ,7750.0,32.0,6.0,5.0,Sổ đỏ,ha-noi,,,5.0
1107,Nhà hẻm ngõ,8250.0,35.0,,,Sổ đỏ,ha-noi,,,5.0
1108,Nhà mặt tiền,10000.0,20.0,4.0,3.0,Sổ đỏ,ha-noi,,,4.0
1109,Nhà hẻm ngõ,12500.0,67.0,,,Sổ đỏ,ha-noi,,,
1110,Nhà hẻm ngõ,5500.0,37.0,3.0,3.0,Sổ đỏ,ha-noi,,,4.0
1111,Nhà mặt tiền,29500.0,71.0,5.0,5.0,Sổ đỏ,ha-noi,Bắc,,7.0
1112,Nhà mặt tiền,29000.0,50.0,,,Sổ đỏ,ha-noi,,,
1113,Nhà mặt tiền,20000.0,26.0,,,Sổ đỏ,ha-noi,,,
1114,Nhà hẻm ngõ,,80.0,7.0,,Sổ đỏ,ha-noi,,,5.0
1115,Nhà mặt tiền,49600.0,124.0,,,Sổ đỏ,ha-noi,,4.0,
1116,Nhà mặt tiền,50000.0,49.0,,,Sổ đỏ,ha-noi,,,5.0
1117,Nhà hẻm ngõ,4950.0,34.0,,,Giấy tờ hợp lệ,ha-noi,,,
1118,Nhà hẻm ngõ,5200.0,45.0,,,Giấy tờ hợp lệ,ha-noi,,,4.0
1119,Nhà hẻm ngõ,3850.0,36.0,,,Giấy tờ hợp lệ,ha-noi,,,3.0
1120,Nhà mặt tiền,3520.0,30.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,,3.5,4.0
1121,Nhà mặt tiền,800.0,38.0,2.0,1.0,Giấy tờ khác,ha-noi,,,
1122,Nhà hẻm ngõ,12000.0,70.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,,4.0,4.0
1123,Nhà hẻm ngõ,5680.0,30.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,,4.0
1124,Nhà hẻm ngõ,6700.0,35.0,4.0,3.0,Giấy tờ hợp lệ,ha-noi,Nam,4.0,4.0
1125,Nhà hẻm ngõ,5800.0,34.0,6.0,5.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1126,Nhà hẻm ngõ,10500.0,39.0,6.0,6.0,Giấy tờ hợp lệ,ha-noi,,,
1127,Nhà hẻm ngõ,8250.0,35.0,4.0,5.0,Giấy tờ hợp lệ,ha-noi,Đông Bắc,4.0,5.0
1128,Nhà mặt tiền,24500.0,61.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,,,6.0
1129,Nhà mặt tiền,79500.0,101.0,11.0,,Giấy tờ hợp lệ,ha-noi,,,9.0
1130,Nhà mặt tiền,5000.0,35.0,4.0,5.0,Giấy tờ hợp lệ,ha-noi,,4.4,5.0
1131,Nhà hẻm ngõ,4120.0,34.0,4.0,3.0,Giấy tờ hợp lệ,ha-noi,,4.3,
1132,Nhà hẻm ngõ,8960.0,50.0,4.0,3.0,Giấy tờ hợp lệ,ha-noi,,4.6,4.0
1133,Nhà hẻm ngõ,5990.0,30.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,Đông,,5.0
1134,Nhà hẻm ngõ,6250.0,40.0,3.0,,Giấy tờ hợp lệ,ha-noi,,,
1135,Nhà hẻm ngõ,10960.0,52.0,10.0,,Giấy tờ hợp lệ,ha-noi,,4.0,6.0
1136,Nhà mặt tiền,9000.0,60.0,8.0,5.0,Giấy tờ hợp lệ,ha-noi,Nam,6.0,4.0
1137,Nhà mặt tiền,210000.0,268.0,9.0,9.0,Sổ đỏ,ha-noi,,,9.0
1138,Nhà hẻm ngõ,19000.0,43.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,,4.0
1139,Nhà hẻm ngõ,5900.0,23.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,,,6.0
1140,Nhà hẻm ngõ,7500.0,30.0,4.0,5.0,Giấy tờ hợp lệ,ha-noi,,,6.0
1141,Nhà mặt tiền,54000.0,88.0,8.0,8.0,Sổ đỏ,ha-noi,,,7.0
1142,Nhà mặt tiền,12600.0,35.0,5.0,4.0,Sổ đỏ,ha-noi,,,5.0
1143,Nhà mặt tiền,38900.0,105.0,1.0,1.0,Sổ đỏ,ha-noi,Đông Bắc,10.0,
1144,Nhà mặt tiền,35000.0,82.0,6.0,5.0,Sổ đỏ,ha-noi,Tây Bắc,,5.0
1145,Nhà mặt tiền,245000.0,780.0,1.0,1.0,Sổ đỏ,ha-noi,,,
1146,Nhà mặt tiền,20000.0,55.0,,,Sổ đỏ,ha-noi,,,
1147,Nhà hẻm ngõ,8300.0,41.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1148,Nhà hẻm ngõ,5300.0,26.0,2.0,2.0,Giấy tờ hợp lệ,ha-noi,,,3.0
1149,Nhà mặt tiền,34500.0,47.0,,,Sổ đỏ,ha-noi,,,
1150,Nhà hẻm ngõ,8000.0,32.0,3.0,4.0,Sổ đỏ,ha-noi,,4.0,
1151,Nhà hẻm ngõ,6800.0,50.0,6.0,4.0,Sổ hồng,ha-noi,,,5.0
1152,Nhà mặt tiền,23600.0,73.0,,,Sổ đỏ,ha-noi,,6.0,7.0
1153,Biệt thự,63000.0,140.0,5.0,3.0,Sổ đỏ,ha-noi,Nam,6.0,3.0
1154,Nhà hẻm ngõ,8500.0,44.0,6.0,4.0,Sổ đỏ,ha-noi,,,
1155,Nhà hẻm ngõ,8000.0,35.0,3.0,3.0,Sổ đỏ,ha-noi,,,
1156,Nhà hẻm ngõ,8700.0,40.0,6.0,4.0,Sổ đỏ,ha-noi,,,
1157,Nhà hẻm ngõ,10600.0,45.0,4.0,3.0,Sổ hồng,ha-noi,,4.5,5.0
1158,Nhà hẻm ngõ,7900.0,35.0,7.0,4.0,Sổ đỏ,ha-noi,,,
1159,Nhà hẻm ngõ,12800.0,54.0,4.0,4.0,Sổ hồng,ha-noi,Tây Bắc,4.0,5.0
1160,Nhà hẻm ngõ,19300.0,59.0,4.0,3.0,Sổ hồng,ha-noi,,4.0,5.0
1161,Nhà mặt tiền,24500.0,76.0,5.0,5.0,Sổ đỏ,ha-noi,Đông Nam,9.6,4.0
1162,Nhà hẻm ngõ,18000.0,122.0,4.0,4.0,Sổ đỏ,ha-noi,,,
1163,Nhà hẻm ngõ,7350.0,34.0,,,Sổ đỏ,ha-noi,,,4.0
1164,Nhà hẻm ngõ,4990.0,34.0,3.0,,Sổ đỏ,ha-noi,,,
1165,Biệt thự,127000.0,236.0,6.0,6.0,Sổ đỏ,ha-noi,,,5.0
1166,Nhà hẻm ngõ,15000.0,40.0,6.0,,Sổ đỏ,ha-noi,,,5.0
1167,Nhà mặt tiền,55000.0,112.0,6.0,10.0,Sổ đỏ,ha-noi,,,10.0
1168,Nhà mặt tiền,55000.0,125.0,,,Sổ đỏ,ha-noi,,,7.0
1169,Nhà hẻm ngõ,12220.0,72.0,4.0,4.0,Sổ đỏ,ha-noi,,,4.0
1170,Nhà mặt tiền,139000.0,175.0,10.0,10.0,Sổ đỏ,ha-noi,,,
1171,Nhà hẻm ngõ,7800.0,36.0,,,Sổ đỏ,ha-noi,,,
1172,Nhà mặt tiền,22000.0,22.5,2.0,2.0,Sổ đỏ,ha-noi,,,
1173,Nhà hẻm ngõ,18000.0,75.0,18.0,18.0,Sổ đỏ,ha-noi,Đông Bắc,5.0,7.0
1174,Nhà mặt tiền,13600.0,35.0,4.0,5.0,Giấy tờ hợp lệ,ha-noi,Đông Bắc,3.5,6.0
1175,Nhà hẻm ngõ,16000.0,55.0,7.0,4.0,Giấy tờ hợp lệ,ha-noi,,5.0,5.0
1176,Nhà hẻm ngõ,5800.0,23.0,2.0,2.0,Giấy tờ hợp lệ,ha-noi,,,
1177,Nhà hẻm ngõ,6300.0,30.0,4.0,3.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1178,Nhà hẻm ngõ,7900.0,42.0,2.0,3.0,Giấy tờ hợp lệ,ha-noi,Đông Bắc,,4.0
1179,Nhà hẻm ngõ,17500.0,70.0,11.0,7.0,Giấy tờ hợp lệ,ha-noi,,,6.0
1180,Nhà mặt tiền,24000.0,93.0,5.0,5.0,Sổ đỏ,ha-noi,,6.4,3.0
1181,Nhà hẻm ngõ,7050.0,39.0,5.0,4.0,Sổ đỏ,ha-noi,,3.0,5.0
1182,Nhà mặt tiền,7500.0,40.0,5.0,6.0,Giấy tờ hợp lệ,ha-noi,,,
1183,Nhà mặt tiền,40000.0,100.0,,,Sổ đỏ,ha-noi,,,
1184,Nhà mặt tiền,160000.0,230.0,,,Sổ đỏ,ha-noi,,,
1185,Nhà mặt tiền,180000.0,170.0,,,Sổ đỏ,ha-noi,,,
1186,Nhà hẻm ngõ,14750.0,54.0,4.0,3.0,Giấy tờ hợp lệ,ha-noi,,4.1,4.0
1187,Biệt thự,13700.0,112.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,,7.0,
1188,Nhà hẻm ngõ,3350.0,35.0,1.0,1.0,Giấy tờ hợp lệ,ha-noi,,,1.0
1189,Nhà hẻm ngõ,9500.0,55.0,6.0,6.0,Giấy tờ hợp lệ,ha-noi,,,
1190,Biệt thự,4900.0,400.0,2.0,,Giấy tờ hợp lệ,ha-noi,Tây,,2.0
1191,Nhà hẻm ngõ,10400.0,50.0,5.0,3.0,Giấy tờ hợp lệ,ha-noi,,,6.0
1192,Nhà hẻm ngõ,7900.0,35.0,4.0,,Giấy tờ hợp lệ,ha-noi,,4.0,5.0
1193,Nhà hẻm ngõ,5900.0,32.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,Tây Bắc,4.5,5.0
1194,Nhà hẻm ngõ,8850.0,42.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,5.0,5.0
1195,Nhà hẻm ngõ,10500.0,57.0,5.0,,Giấy tờ hợp lệ,ha-noi,Đông Nam,5.0,5.0
1196,Nhà hẻm ngõ,10500.0,45.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,Đông Nam,4.0,5.0
1197,Nhà mặt tiền,17500.0,42.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,Tây,3.8,4.0
1198,Nhà hẻm ngõ,4400.0,48.5,3.0,2.0,Giấy tờ hợp lệ,ha-noi,Đông Nam,3.5,3.0
1199,Nhà mặt tiền,35000.0,79.0,5.0,6.0,Giấy tờ hợp lệ,ha-noi,,4.5,6.0
1200,Nhà hẻm ngõ,8850.0,41.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1201,Nhà mặt tiền,10900.0,40.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1202,Nhà hẻm ngõ,10900.0,40.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,Đông Bắc,4.0,5.0
1203,Nhà mặt tiền,10700.0,50.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,,5.4,5.0
1204,Nhà mặt tiền,7900.0,33.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,,,4.0
1205,Nhà hẻm ngõ,7900.0,25.0,3.0,,Giấy tờ hợp lệ,ha-noi,,,
1206,Nhà hẻm ngõ,7200.0,30.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1207,Nhà mặt tiền,38800.0,78.0,6.0,7.0,Giấy tờ hợp lệ,ha-noi,,12.5,6.0
1208,Nhà hẻm ngõ,10000.0,30.0,3.0,3.0,Sổ đỏ,ha-noi,,,
1209,Nhà mặt tiền,9600.0,27.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,4.3,6.0
1210,Nhà mặt tiền,14990.0,50.0,6.0,4.0,Sổ đỏ,ha-noi,,,6.0
1211,Nhà hẻm ngõ,6550.0,34.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,4.4,5.0
1212,Biệt thự,14400.0,68.0,4.0,3.0,Giấy tờ hợp lệ,ha-noi,,5.8,4.0
1213,Nhà hẻm ngõ,6000.0,32.0,3.0,,Giấy tờ hợp lệ,ha-noi,Đông Bắc,,5.0
1214,Nhà mặt tiền,59500.0,301.0,8.0,12.0,Sổ đỏ,ha-noi,,,4.0
1215,Nhà mặt tiền,81000.0,352.0,6.0,6.0,Sổ hồng,ha-noi,,4.5,
1216,Nhà mặt tiền,109000.0,221.0,3.0,3.0,Sổ đỏ,ha-noi,,,3.0
1217,Nhà mặt tiền,6200.0,33.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,,3.0,
1218,Nhà hẻm ngõ,9500.0,41.0,4.0,5.0,Giấy tờ hợp lệ,ha-noi,,,4.0
1219,Nhà hẻm ngõ,10350.0,25.0,4.0,5.0,Sổ đỏ,ha-noi,,,
1220,Nhà hẻm ngõ,10350.0,25.0,4.0,5.0,Sổ đỏ,ha-noi,,,
1221,Nhà hẻm ngõ,69000.0,160.0,4.0,6.0,Sổ hồng,ha-noi,,10.0,6.0
1222,Nhà hẻm ngõ,5000.0,56.0,3.0,1.0,Giấy tờ hợp lệ,ha-noi,,,
1223,Nhà hẻm ngõ,10950.0,42.0,3.0,4.0,Giấy tờ hợp lệ,ha-noi,,,5.0
1224,Nhà hẻm ngõ,12500.0,50.0,5.0,4.0,Sổ đỏ,ha-noi,,6.0,4.0
1225,Nhà mặt tiền,45000.0,75.0,9.0,10.0,Sổ đỏ,ha-noi,Đông Bắc,5.0,9.0
1226,Nhà mặt tiền,29600.0,51.0,3.0,3.0,Sổ đỏ,ha-noi,,,4.0
1227,Nhà hẻm ngõ,8000.0,46.0,3.0,3.0,Giấy tờ hợp lệ,ha-noi,,4.6,4.0
1228,Nhà hẻm ngõ,16000.0,100.0,,,Sổ đỏ,ha-noi,,,
1229,Biệt thự,228220.0,638.0,,,Sổ đỏ,ha-noi,Tây Nam,,
1230,Nhà hẻm ngõ,20800.0,53.0,5.0,3.0,Sổ hồng,ha-noi,,4.2,
1231,Nhà mặt tiền,36500.0,65.0,12.0,8.0,Sổ đỏ,ha-noi,,,8.0
1232,Nhà mặt tiền,9600.0,46.0,6.0,4.0,Giấy tờ hợp lệ,ha-noi,,4.2,5.0
1233,Nhà hẻm ngõ,10500.0,50.0,6.0,5.0,Sổ đỏ,ha-noi,,,
1234,Nhà hẻm ngõ,3650.0,44.0,4.0,,Sổ hồng,ha-noi,,,
1235,Nhà hẻm ngõ,11300.0,46.0,,,Sổ đỏ,ha-noi,,,
1236,Nhà mặt tiền,7200.0,31.0,4.0,4.0,Giấy tờ hợp lệ,ha-noi,,4.0,
1237,Nhà hẻm ngõ,12600.0,45.0,6.0,4.0,Sổ hồng,ha-noi,,4.5,5.0
1238,Nhà mặt tiền,22800.0,40.0,4.0,5.0,Giấy tờ hợp lệ,ha-noi,,4.0,5.0
1239,Nhà hẻm ngõ,5500.0,25.0,3.0,3.0,Sổ đỏ,ha-noi,,,5.0
1240,Nhà mặt tiền,6100.0,80.0,3.0,2.0,Sổ hồng,da-nang,,4.6,2.0
1241,Nhà mặt tiền,10500.0,90.0,,,Sổ đỏ,da-nang,,,
1242,Nhà mặt tiền,8300.0,100.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,3.0
1243,Nhà mặt tiền,18800.0,110.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,,6.0,7.0
1244,Nhà mặt tiền,5650.0,75.0,7.0,7.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,2.0
1245,Nhà mặt tiền,8400.0,69.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,3.0
1246,Nhà mặt tiền,8690.0,100.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,3.0
1247,Biệt thự,7800.0,150.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,,7.5,3.0
